"MANDT","KURST","FCURR","TCURR","GDATU","UKURS","FFACT","TFACT"
"000","M","CAD","EUR","2016-05-24","-1.12134","1","1"
"000","M","CAD","EUR","2016-05-23","-1.11801","1","1"
"000","M","CAD","EUR","2016-05-20","-1.11375","1","1"
"000","M","CAD","EUR","2016-05-19","-1.11162","1","1"
"000","M","CAD","EUR","2016-05-18","-1.11567","1","1"
"000","M","CAD","EUR","2016-05-17","-1.11710","1","1"
"000","M","CAD","EUR","2016-05-13","-1.11325","1","1"
"000","M","CAD","EUR","2016-05-12","-1.11240","1","1"
"000","M","CAD","EUR","2016-05-11","-1.11278","1","1"
"000","M","CAD","EUR","2016-05-10","-1.11237","1","1"
"000","M","CAD","EUR","2016-05-09","-1.10760","1","1"
"000","M","CAD","EUR","2016-05-06","-1.09943","1","1"
"000","M","CAD","EUR","2016-05-04","-1.10055","1","1"
"000","M","CAD","EUR","2016-05-03","-1.10286","1","1"
"000","M","CAD","EUR","2016-05-02","-1.10111","1","1"
"000","M","CAD","EUR","2016-04-29","-1.09939","1","1"
"000","M","CAD","EUR","2016-04-28","-1.10417","1","1"
"000","M","CAD","EUR","2016-04-27","-1.09923","1","1"
"000","M","CAD","EUR","2016-04-26","-1.09389","1","1"
"000","M","CAD","EUR","2016-04-25","-1.08812","1","1"
"000","M","CAD","EUR","2016-04-22","-1.09255","1","1"
"000","M","CAD","EUR","2016-04-21","-1.09663","1","1"
"000","M","CAD","EUR","2016-04-20","-1.09937","1","1"
"000","M","CAD","EUR","2016-04-19","-1.10621","1","1"
"000","M","CAD","EUR","2016-04-18","-1.11550","1","1"
"000","M","CAD","EUR","2016-04-15","-1.11533","1","1"
"000","M","CAD","EUR","2016-04-14","-1.11875","1","1"
"000","M","CAD","EUR","2016-04-13","-1.11700","1","1"
"000","M","CAD","EUR","2016-04-12","-1.11705","1","1"
"000","M","CAD","EUR","2016-04-11","-1.11574","1","1"
"000","M","CAD","EUR","2016-04-08","-1.11093","1","1"
"000","M","CAD","EUR","2016-04-07","-1.11140","1","1"
"000","M","CAD","EUR","2016-04-06","-1.10468","1","1"
"000","M","CAD","EUR","2016-04-05","-1.10803","1","1"
"000","M","CAD","EUR","2016-04-04","-1.10122","1","1"
"000","M","CAD","EUR","2016-02-09","-1.12127","1","1"
"000","M","CAD","EUR","2016-02-08","-1.12630","1","1"
"000","M","CAD","EUR","2016-02-05","-1.13379","1","1"
"000","M","CAD","EUR","2016-02-04","-1.14286","1","1"
"000","M","CAD","EUR","2016-02-03","-1.14028","1","1"
"000","M","CAD","EUR","2016-02-02","-1.13713","1","1"
"000","M","CAD","EUR","2016-02-01","-1.13458","1","1"
"000","M","CAD","EUR","2016-01-29","-1.13332","1","1"
"000","M","CAD","EUR","2016-01-28","-1.13164","1","1"
"000","M","CAD","EUR","2016-01-27","-1.13734","1","1"
"000","M","CAD","EUR","2016-01-26","-1.13789","1","1"
"000","M","CAD","EUR","2016-01-25","-1.13973","1","1"
"000","M","CAD","EUR","2016-01-22","-1.13374","1","1"
"000","M","CAD","EUR","2016-01-21","-1.13163","1","1"
"000","M","CAD","EUR","2016-01-20","-1.12987","1","1"
"000","M","CAD","EUR","2016-01-19","-1.12594","1","1"
"000","M","CAD","EUR","2016-01-18","-1.12639","1","1"
"000","M","CAD","EUR","2016-01-15","-1.12022","1","1"
"000","M","CAD","EUR","2016-01-14","-1.12088","1","1"
"000","M","CAD","EUR","2016-01-13","-1.12613","1","1"
"000","M","CAD","EUR","2016-01-12","-1.12251","1","1"
"000","M","CAD","EUR","2016-01-11","-1.11881","1","1"
"000","M","CAD","EUR","2016-01-08","-1.12120","1","1"
"000","M","CAD","EUR","2016-01-07","-1.12475","1","1"
"000","M","CAD","EUR","2016-01-05","-1.12237","1","1"
"000","M","CAD","EUR","2016-01-04","-1.12000","1","1"
"000","M","JPY","EUR","2016-05-10","-119.10164","1","1"
"000","M","JPY","EUR","2016-05-09","-119.09905","1","1"
"000","M","JPY","EUR","2016-05-06","-119.09946","1","1"
"000","M","JPY","EUR","2016-05-04","-119.09679","1","1"
"000","M","JPY","EUR","2016-05-03","-119.09900","1","1"
"000","M","JPY","EUR","2016-05-02","-119.09874","1","1"
"000","M","JPY","EUR","2016-04-29","-119.10390","1","1"
"000","M","JPY","EUR","2016-04-28","-119.10817","1","1"
"000","M","JPY","EUR","2016-04-27","-119.11424","1","1"
"000","M","JPY","EUR","2016-04-26","-119.12023","1","1"
"000","M","JPY","EUR","2016-04-25","-119.12762","1","1"
"000","M","JPY","EUR","2016-04-22","-119.12050","1","1"
"000","M","JPY","EUR","2016-04-21","-119.12261","1","1"
"000","M","JPY","EUR","2016-04-20","-119.12180","1","1"
"000","M","JPY","EUR","2016-04-19","-119.12021","1","1"
"000","M","JPY","EUR","2016-04-18","-119.12210","1","1"
"000","M","JPY","EUR","2016-04-15","-119.12653","1","1"
"000","M","JPY","EUR","2016-04-14","-119.11793","1","1"
"000","M","JPY","EUR","2016-04-13","-119.12402","1","1"
"000","M","JPY","EUR","2016-04-12","-119.11585","1","1"
"000","M","JPY","EUR","2016-04-11","-119.11748","1","1"
"000","M","JPY","EUR","2016-04-08","-119.12304","1","1"
"000","M","JPY","EUR","2016-04-07","-119.12908","1","1"
"000","M","JPY","EUR","2016-04-06","-119.12591","1","1"
"000","M","JPY","EUR","2016-04-05","-119.12311","1","1"
"000","M","JPY","EUR","2016-04-04","-119.12708","1","1"
"000","M","JPY","EUR","2016-04-01","-119.12611","1","1"
"000","M","JPY","EUR","2016-03-31","-119.12694","1","1"
"000","M","JPY","EUR","2016-03-30","-119.13227","1","1"
"000","M","JPY","EUR","2016-03-29","-119.13082","1","1"
"000","M","JPY","EUR","2016-03-24","-119.14442","1","1"
"000","M","JPY","EUR","2016-03-23","-119.14788","1","1"
"000","M","JPY","EUR","2016-03-22","-119.15375","1","1"
"000","M","JPY","EUR","2016-03-21","-119.15993","1","1"
"000","M","JPY","EUR","2016-03-18","-119.16529","1","1"
"000","M","JPY","EUR","2016-03-17","-119.17724","1","1"
"000","M","JPY","EUR","2016-03-16","-119.18367","1","1"
"000","M","JPY","EUR","2016-03-15","-119.17910","1","1"
"000","M","JPY","EUR","2016-03-14","-119.18688","1","1"
"000","M","JPY","EUR","2016-03-11","-119.18523","1","1"
"000","M","JPY","EUR","2016-03-10","-119.19344","1","1"
"000","M","JPY","EUR","2016-03-09","-119.20680","1","1"
"000","M","JPY","EUR","2016-03-08","-119.20943","1","1"
"000","M","JPY","EUR","2016-03-07","-119.22045","1","1"
"000","M","JPY","EUR","2016-03-04","-119.22970","1","1"
"000","M","JPY","EUR","2016-03-03","-119.23332","1","1"
"000","M","JPY","EUR","2016-03-02","-119.24871","1","1"
"000","M","JPY","EUR","2016-03-01","-119.25968","1","1"
"000","M","JPY","EUR","2016-02-29","-119.27405","1","1"
"000","M","JPY","EUR","2016-02-26","-119.27425","1","1"
"000","M","JPY","EUR","2016-02-25","-119.29268","1","1"
"000","M","JPY","EUR","2016-02-24","-119.31124","1","1"
"000","M","JPY","EUR","2016-02-23","-119.32329","1","1"
"000","M","JPY","EUR","2016-02-22","-119.33614","1","1"
"000","M","JPY","EUR","2016-02-19","-119.35139","1","1"
"000","M","JPY","EUR","2016-02-18","-119.35711","1","1"
"000","M","JPY","EUR","2016-02-17","-119.36975","1","1"
"000","M","JPY","EUR","2016-02-16","-119.38469","1","1"
"000","M","JPY","EUR","2016-02-15","-119.39374","1","1"
"000","M","JPY","EUR","2016-02-12","-119.41996","1","1"
"000","M","JPY","EUR","2016-02-11","-119.44191","1","1"
"000","M","JPY","EUR","2016-02-10","-119.46284","1","1"
"000","M","JPY","EUR","2016-02-09","-119.48187","1","1"
"000","M","JPY","EUR","2016-02-08","-119.51208","1","1"
"000","M","JPY","EUR","2016-02-05","-119.54500","1","1"
"000","M","JPY","EUR","2016-02-04","-119.57058","1","1"
"000","M","JPY","EUR","2016-02-03","-119.59881","1","1"
"000","M","JPY","EUR","2016-02-02","-119.63951","1","1"
"000","M","JPY","EUR","2016-02-01","-119.69293","1","1"
"000","M","JPY","EUR","2016-01-29","-119.73503","1","1"
"000","M","JPY","EUR","2016-01-28","-119.77456","1","1"
"000","M","JPY","EUR","2016-01-27","-119.81461","1","1"
"000","M","JPY","EUR","2016-01-26","-119.86806","1","1"
"000","M","JPY","EUR","2016-01-25","-119.92192","1","1"
"000","M","JPY","EUR","2016-01-22","-119.97259","1","1"
"000","M","JPY","EUR","2016-01-21","-120.03200","1","1"
"000","M","JPY","EUR","2016-01-20","-120.08524","1","1"
"000","M","JPY","EUR","2016-01-19","-120.15222","1","1"
"000","M","JPY","EUR","2016-01-18","-120.22492","1","1"
"000","M","JPY","EUR","2016-01-15","-120.29813","1","1"
"000","M","JPY","EUR","2016-01-14","-120.38328","1","1"
"000","M","JPY","EUR","2016-01-13","-120.46662","1","1"
"000","M","JPY","EUR","2016-01-12","-120.55957","1","1"
"000","M","JPY","EUR","2016-01-11","-120.65722","1","1"
"000","M","JPY","EUR","2016-01-08","-120.76639","1","1"
"000","M","JPY","EUR","2016-01-07","-120.87240","1","1"
"000","M","JPY","EUR","2016-01-05","-120.99402","1","1"
"000","M","JPY","EUR","2016-01-04","-121.12300","1","1"
"000","M","CAD","EUR","2020-12-01","-1.12000","1","1"
"000","M","CAD","EUR","2020-12-02","-1.12090","1","1"
"000","M","CAD","EUR","2020-12-03","-1.11246","1","1"
"000","M","CAD","EUR","2020-12-04","-1.11162","1","1"
"000","M","CAD","EUR","2020-12-07","-1.10924","1","1"
"000","M","CAD","EUR","2020-12-08","-1.10617","1","1"
"000","M","CAD","EUR","2020-12-09","-1.10422","1","1"
"000","M","CAD","EUR","2020-12-10","-1.10346","1","1"
"000","M","CAD","EUR","2020-12-11","-1.10670","1","1"
"000","M","CAD","EUR","2020-12-14","-1.11256","1","1"
"000","M","CAD","EUR","2020-12-15","-1.11498","1","1"
"000","M","CAD","EUR","2020-12-16","-1.11132","1","1"
"000","M","CAD","EUR","2020-12-17","-1.12036","1","1"
"000","M","CAD","EUR","2020-12-18","-1.12897","1","1"
"000","M","CAD","EUR","2020-12-21","-1.13552","1","1"
"000","M","CAD","EUR","2020-12-22","-1.13697","1","1"
"000","M","CAD","EUR","2020-12-23","-1.13687","1","1"
"000","M","CAD","EUR","2020-12-28","-1.13934","1","1"
"000","M","CAD","EUR","2020-12-29","-1.13675","1","1"
"000","M","CAD","EUR","2020-12-30","-1.13497","1","1"
"000","M","JPY","EUR","2020-12-01","-121.12300","1","1"
"000","M","JPY","EUR","2020-12-02","-120.98690","1","1"
"000","M","JPY","EUR","2020-12-03","-120.86623","1","1"
"000","M","JPY","EUR","2020-12-04","-120.75516","1","1"
"000","M","JPY","EUR","2020-12-07","-120.65233","1","1"
"000","M","JPY","EUR","2020-12-08","-120.55417","1","1"
"000","M","JPY","EUR","2020-12-09","-120.45427","1","1"
"000","M","JPY","EUR","2020-12-10","-120.37004","1","1"
"000","M","JPY","EUR","2020-12-11","-120.28019","1","1"
"000","M","JPY","EUR","2020-12-14","-120.21588","1","1"
"000","M","JPY","EUR","2020-12-15","-120.15992","1","1"
"000","M","JPY","EUR","2020-12-16","-120.09649","1","1"
"000","M","JPY","EUR","2020-12-17","-120.03358","1","1"
"000","M","JPY","EUR","2020-12-18","-119.97292","1","1"
"000","M","JPY","EUR","2020-12-21","-119.92097","1","1"
"000","M","JPY","EUR","2020-12-22","-119.87452","1","1"
"000","M","JPY","EUR","2020-12-23","-119.83388","1","1"
"000","M","JPY","EUR","2020-12-28","-119.77164","1","1"
"000","M","JPY","EUR","2020-12-29","-119.72873","1","1"
"000","M","JPY","EUR","2020-12-30","-119.68628","1","1"
"000","M","GBP","EUR","2020-12-01","-0.86000","1","1"
"000","M","GBP","EUR","2020-12-02","-0.86570","1","1"
"000","M","GBP","EUR","2020-12-03","-0.86467","1","1"
"000","M","GBP","EUR","2020-12-04","-0.86962","1","1"
"000","M","GBP","EUR","2020-12-07","-0.87475","1","1"
"000","M","GBP","EUR","2020-12-08","-0.87039","1","1"
"000","M","GBP","EUR","2020-12-09","-0.86942","1","1"
"000","M","GBP","EUR","2020-12-10","-0.87196","1","1"
"000","M","GBP","EUR","2020-12-11","-0.88084","1","1"
"000","M","GBP","EUR","2020-12-14","-0.88081","1","1"
"000","M","GBP","EUR","2020-12-15","-0.88263","1","1"
"000","M","GBP","EUR","2020-12-16","-0.88251","1","1"
"000","M","GBP","EUR","2020-12-17","-0.88103","1","1"
"000","M","GBP","EUR","2020-12-18","-0.88151","1","1"
"000","M","GBP","EUR","2020-12-21","-0.88481","1","1"
"000","M","GBP","EUR","2020-12-22","-0.88521","1","1"
"000","M","GBP","EUR","2020-12-23","-0.88867","1","1"
"000","M","GBP","EUR","2020-12-28","-0.89313","1","1"
"000","M","GBP","EUR","2020-12-29","-0.89077","1","1"
"000","M","GBP","EUR","2020-12-30","-0.89237","1","1"
"000","M","CAD","EUR","2021-01-04","-1.12000","1","1"
"000","M","CAD","EUR","2021-01-05","-1.12115","1","1"
"000","M","CAD","EUR","2021-01-07","-1.12145","1","1"
"000","M","CAD","EUR","2021-01-08","-1.11776","1","1"
"000","M","CAD","EUR","2021-01-11","-1.11519","1","1"
"000","M","CAD","EUR","2021-01-12","-1.10837","1","1"
"000","M","CAD","EUR","2021-01-13","-1.10355","1","1"
"000","M","CAD","EUR","2021-01-14","-1.10148","1","1"
"000","M","CAD","EUR","2021-01-15","-1.10734","1","1"
"000","M","CAD","EUR","2021-01-18","-1.11049","1","1"
"000","M","CAD","EUR","2021-01-19","-1.11317","1","1"
"000","M","CAD","EUR","2021-01-20","-1.10893","1","1"
"000","M","CAD","EUR","2021-01-21","-1.10852","1","1"
"000","M","CAD","EUR","2021-01-22","-1.10040","1","1"
"000","M","CAD","EUR","2021-01-25","-1.09813","1","1"
"000","M","CAD","EUR","2021-01-26","-1.09822","1","1"
"000","M","CAD","EUR","2021-01-27","-1.09779","1","1"
"000","M","CAD","EUR","2021-01-28","-1.09502","1","1"
"000","M","CAD","EUR","2021-01-29","-1.09328","1","1"
"000","M","JPY","EUR","2021-01-04","-121.12300","1","1"
"000","M","JPY","EUR","2021-01-05","-120.98834","1","1"
"000","M","JPY","EUR","2021-01-07","-120.87187","1","1"
"000","M","JPY","EUR","2021-01-08","-120.76354","1","1"
"000","M","JPY","EUR","2021-01-11","-120.65757","1","1"
"000","M","JPY","EUR","2021-01-12","-120.56946","1","1"
"000","M","JPY","EUR","2021-01-13","-120.46917","1","1"
"000","M","JPY","EUR","2021-01-14","-120.37745","1","1"
"000","M","JPY","EUR","2021-01-15","-120.29725","1","1"
"000","M","JPY","EUR","2021-01-18","-120.22397","1","1"
"000","M","JPY","EUR","2021-01-19","-120.15458","1","1"
"000","M","JPY","EUR","2021-01-20","-120.09182","1","1"
"000","M","JPY","EUR","2021-01-21","-120.02815","1","1"
"000","M","JPY","EUR","2021-01-22","-119.96650","1","1"
"000","M","JPY","EUR","2021-01-25","-119.91130","1","1"
"000","M","JPY","EUR","2021-01-26","-119.84553","1","1"
"000","M","JPY","EUR","2021-01-27","-119.80368","1","1"
"000","M","JPY","EUR","2021-01-28","-119.76036","1","1"
"000","M","JPY","EUR","2021-01-29","-119.71912","1","1"
"000","M","GBP","EUR","2021-01-04","-0.86000","1","1"
"000","M","GBP","EUR","2021-01-05","-0.86342","1","1"
"000","M","GBP","EUR","2021-01-07","-0.86704","1","1"
"000","M","GBP","EUR","2021-01-08","-0.86301","1","1"
"000","M","GBP","EUR","2021-01-11","-0.86555","1","1"
"000","M","GBP","EUR","2021-01-12","-0.86859","1","1"
"000","M","GBP","EUR","2021-01-13","-0.86554","1","1"
"000","M","GBP","EUR","2021-01-14","-0.87306","1","1"
"000","M","GBP","EUR","2021-01-15","-0.86960","1","1"
"000","M","GBP","EUR","2021-01-18","-0.88080","1","1"
"000","M","GBP","EUR","2021-01-19","-0.88352","1","1"
"000","M","GBP","EUR","2021-01-20","-0.89065","1","1"
"000","M","GBP","EUR","2021-01-21","-0.89459","1","1"
"000","M","GBP","EUR","2021-01-22","-0.90642","1","1"
"000","M","GBP","EUR","2021-01-25","-0.90944","1","1"
"000","M","GBP","EUR","2021-01-26","-0.90962","1","1"
"000","M","GBP","EUR","2021-01-27","-0.90720","1","1"
"000","M","GBP","EUR","2021-01-28","-0.89989","1","1"
"000","M","GBP","EUR","2021-01-29","-0.90326","1","1"
"000","M","CAD","EUR","2021-02-01","-1.12000","1","1"
"000","M","CAD","EUR","2021-02-02","-1.12036","1","1"
"000","M","CAD","EUR","2021-02-03","-1.11916","1","1"
"000","M","CAD","EUR","2021-02-04","-1.12524","1","1"
"000","M","CAD","EUR","2021-02-05","-1.12447","1","1"
"000","M","CAD","EUR","2021-02-08","-1.12705","1","1"
"000","M","CAD","EUR","2021-02-09","-1.12775","1","1"
"000","M","CAD","EUR","2021-02-10","-1.13212","1","1"
"000","M","CAD","EUR","2021-02-11","-1.12928","1","1"
"000","M","CAD","EUR","2021-02-12","-1.12589","1","1"
"000","M","CAD","EUR","2021-02-15","-1.12774","1","1"
"000","M","CAD","EUR","2021-02-16","-1.12790","1","1"
"000","M","CAD","EUR","2021-02-17","-1.12925","1","1"
"000","M","CAD","EUR","2021-02-18","-1.12417","1","1"
"000","M","CAD","EUR","2021-02-19","-1.12129","1","1"
"000","M","CAD","EUR","2021-02-22","-1.12950","1","1"
"000","M","CAD","EUR","2021-02-23","-1.13657","1","1"
"000","M","CAD","EUR","2021-02-24","-1.13758","1","1"
"000","M","CAD","EUR","2021-02-25","-1.13183","1","1"
"000","M","CAD","EUR","2021-02-26","-1.12506","1","1"
"000","M","JPY","EUR","2021-02-01","-121.12300","1","1"
"000","M","JPY","EUR","2021-02-02","-121.00775","1","1"
"000","M","JPY","EUR","2021-02-03","-120.88474","1","1"
"000","M","JPY","EUR","2021-02-04","-120.77381","1","1"
"000","M","JPY","EUR","2021-02-05","-120.67072","1","1"
"000","M","JPY","EUR","2021-02-08","-120.57196","1","1"
"000","M","JPY","EUR","2021-02-09","-120.48494","1","1"
"000","M","JPY","EUR","2021-02-10","-120.40070","1","1"
"000","M","JPY","EUR","2021-02-11","-120.31942","1","1"
"000","M","JPY","EUR","2021-02-12","-120.24276","1","1"
"000","M","JPY","EUR","2021-02-15","-120.17102","1","1"
"000","M","JPY","EUR","2021-02-16","-120.09674","1","1"
"000","M","JPY","EUR","2021-02-17","-120.03937","1","1"
"000","M","JPY","EUR","2021-02-18","-119.98000","1","1"
"000","M","JPY","EUR","2021-02-19","-119.92419","1","1"
"000","M","JPY","EUR","2021-02-22","-119.86859","1","1"
"000","M","JPY","EUR","2021-02-23","-119.82662","1","1"
"000","M","JPY","EUR","2021-02-24","-119.79299","1","1"
"000","M","JPY","EUR","2021-02-25","-119.75232","1","1"
"000","M","JPY","EUR","2021-02-26","-119.72944","1","1"
"000","M","GBP","EUR","2021-02-01","-0.86000","1","1"
"000","M","GBP","EUR","2021-02-02","-0.86213","1","1"
"000","M","GBP","EUR","2021-02-03","-0.86905","1","1"
"000","M","GBP","EUR","2021-02-04","-0.87413","1","1"
"000","M","GBP","EUR","2021-02-05","-0.87905","1","1"
"000","M","GBP","EUR","2021-02-08","-0.87788","1","1"
"000","M","GBP","EUR","2021-02-09","-0.87772","1","1"
"000","M","GBP","EUR","2021-02-10","-0.88351","1","1"
"000","M","GBP","EUR","2021-02-11","-0.88909","1","1"
"000","M","GBP","EUR","2021-02-12","-0.88567","1","1"
"000","M","GBP","EUR","2021-02-15","-0.88673","1","1"
"000","M","GBP","EUR","2021-02-16","-0.89450","1","1"
"000","M","GBP","EUR","2021-02-17","-0.89557","1","1"
"000","M","GBP","EUR","2021-02-18","-0.90090","1","1"
"000","M","GBP","EUR","2021-02-19","-0.90399","1","1"
"000","M","GBP","EUR","2021-02-22","-0.90734","1","1"
"000","M","GBP","EUR","2021-02-23","-0.91449","1","1"
"000","M","GBP","EUR","2021-02-24","-0.91374","1","1"
"000","M","GBP","EUR","2021-02-25","-0.91421","1","1"
"000","M","GBP","EUR","2021-02-26","-0.90946","1","1"
"000","M","CAD","EUR","2021-03-01","-1.12000","1","1"
"000","M","CAD","EUR","2021-03-02","-1.12132","1","1"
"000","M","CAD","EUR","2021-03-03","-1.12518","1","1"
"000","M","CAD","EUR","2021-03-04","-1.12910","1","1"
"000","M","CAD","EUR","2021-03-05","-1.12921","1","1"
"000","M","CAD","EUR","2021-03-08","-1.13126","1","1"
"000","M","CAD","EUR","2021-03-09","-1.12883","1","1"
"000","M","CAD","EUR","2021-03-10","-1.11977","1","1"
"000","M","CAD","EUR","2021-03-11","-1.12652","1","1"
"000","M","CAD","EUR","2021-03-12","-1.13135","1","1"
"000","M","CAD","EUR","2021-03-15","-1.13311","1","1"
"000","M","CAD","EUR","2021-03-16","-1.13585","1","1"
"000","M","CAD","EUR","2021-03-17","-1.13667","1","1"
"000","M","CAD","EUR","2021-03-18","-1.13644","1","1"
"000","M","CAD","EUR","2021-03-19","-1.13650","1","1"
"000","M","CAD","EUR","2021-03-22","-1.14209","1","1"
"000","M","CAD","EUR","2021-03-23","-1.14184","1","1"
"000","M","CAD","EUR","2021-03-24","-1.14015","1","1"
"000","M","CAD","EUR","2021-03-25","-1.13534","1","1"
"000","M","CAD","EUR","2021-03-26","-1.13416","1","1"
"000","M","CAD","EUR","2021-03-29","-1.13442","1","1"
"000","M","CAD","EUR","2021-03-30","-1.13499","1","1"
"000","M","CAD","EUR","2021-03-31","-1.13847","1","1"
"000","M","JPY","EUR","2021-03-01","-121.12300","1","1"
"000","M","JPY","EUR","2021-03-02","-120.99874","1","1"
"000","M","JPY","EUR","2021-03-03","-120.87097","1","1"
"000","M","JPY","EUR","2021-03-04","-120.76508","1","1"
"000","M","JPY","EUR","2021-03-05","-120.66604","1","1"
"000","M","JPY","EUR","2021-03-08","-120.57251","1","1"
"000","M","JPY","EUR","2021-03-09","-120.48863","1","1"
"000","M","JPY","EUR","2021-03-10","-120.39926","1","1"
"000","M","JPY","EUR","2021-03-11","-120.31347","1","1"
"000","M","JPY","EUR","2021-03-12","-120.23448","1","1"
"000","M","JPY","EUR","2021-03-15","-120.15990","1","1"
"000","M","JPY","EUR","2021-03-16","-120.09750","1","1"
"000","M","JPY","EUR","2021-03-17","-120.03885","1","1"
"000","M","JPY","EUR","2021-03-18","-119.97648","1","1"
"000","M","JPY","EUR","2021-03-19","-119.92743","1","1"
"000","M","JPY","EUR","2021-03-22","-119.88627","1","1"
"000","M","JPY","EUR","2021-03-23","-119.84283","1","1"
"000","M","JPY","EUR","2021-03-24","-119.79129","1","1"
"000","M","JPY","EUR","2021-03-25","-119.74424","1","1"
"000","M","JPY","EUR","2021-03-26","-119.69647","1","1"
"000","M","JPY","EUR","2021-03-29","-119.65027","1","1"
"000","M","JPY","EUR","2021-03-30","-119.62080","1","1"
"000","M","JPY","EUR","2021-03-31","-119.59157","1","1"
"000","M","GBP","EUR","2021-03-01","-0.86000","1","1"
"000","M","GBP","EUR","2021-03-02","-0.86699","1","1"
"000","M","GBP","EUR","2021-03-03","-0.86993","1","1"
"000","M","GBP","EUR","2021-03-04","-0.87049","1","1"
"000","M","GBP","EUR","2021-03-05","-0.87337","1","1"
"000","M","GBP","EUR","2021-03-08","-0.87585","1","1"
"000","M","GBP","EUR","2021-03-09","-0.88379","1","1"
"000","M","GBP","EUR","2021-03-10","-0.89048","1","1"
"000","M","GBP","EUR","2021-03-11","-0.89486","1","1"
"000","M","GBP","EUR","2021-03-12","-0.89724","1","1"
"000","M","GBP","EUR","2021-03-15","-0.90108","1","1"
"000","M","GBP","EUR","2021-03-16","-0.90170","1","1"
"000","M","GBP","EUR","2021-03-17","-0.90984","1","1"
"000","M","GBP","EUR","2021-03-18","-0.91346","1","1"
"000","M","GBP","EUR","2021-03-19","-0.91610","1","1"
"000","M","GBP","EUR","2021-03-22","-0.91594","1","1"
"000","M","GBP","EUR","2021-03-23","-0.91785","1","1"
"000","M","GBP","EUR","2021-03-24","-0.91693","1","1"
"000","M","GBP","EUR","2021-03-25","-0.91843","1","1"
"000","M","GBP","EUR","2021-03-26","-0.91486","1","1"
"000","M","GBP","EUR","2021-03-29","-0.91761","1","1"
"000","M","GBP","EUR","2021-03-30","-0.90879","1","1"
"000","M","GBP","EUR","2021-03-31","-0.90774","1","1"
"000","M","AUD","EUR","2021-04-30","0.64200","1","1"
"000","M","BRL","EUR","2021-04-30","0.15305","1","1"
"000","M","CAD","EUR","2021-04-30","0.67690","1","1"
"000","M","CHF","EUR","2021-04-30","0.91075","1","1"
"000","M","CNY","EUR","2021-04-30","0.12851","1","1"
"000","M","GBP","EUR","2021-04-30","1.14900","1","1"
"000","M","JPY","EUR","2021-04-30","0.00761","1","1"
"000","M","MXN","EUR","2021-04-30","0.04110","1","1"
"000","M","SGD","EUR","2021-04-30","0.62535","1","1"
"000","M","GBP","EUR","2017-06-30","-0.90087","1","100"
"000","M","GBP","EUR","2017-06-29","-0.89787","1","100"
"000","M","GBP","EUR","2017-06-28","-0.89776","1","100"
"000","M","GBP","EUR","2017-06-27","-0.89807","1","100"
"000","M","GBP","EUR","2017-06-26","-0.89421","1","100"
"000","M","GBP","EUR","2017-06-23","-0.89181","1","100"
"000","M","GBP","EUR","2017-06-22","-0.89352","1","100"
"000","M","GBP","EUR","2017-06-21","-0.89677","1","100"
"000","M","GBP","EUR","2017-06-20","-0.89202","1","100"
"000","M","GBP","EUR","2017-06-19","-0.89496","1","100"
"000","M","GBP","EUR","2017-06-16","-0.89938","1","100"
"000","M","GBP","EUR","2017-06-14","-0.90186","1","100"
"000","M","GBP","EUR","2017-06-13","-0.90624","1","100"
"000","M","GBP","EUR","2017-06-12","-0.90132","1","100"
"000","M","GBP","EUR","2017-06-09","-0.90131","1","100"
"000","M","GBP","EUR","2017-06-08","-0.90421","1","100"
"000","M","GBP","EUR","2017-06-07","-0.89968","1","100"
"000","M","GBP","EUR","2017-06-06","-0.90238","1","100"
"000","M","GBP","EUR","2017-06-02","-0.90061","1","100"
"000","M","GBP","EUR","2017-06-01","-0.89909","1","100"
"000","M","GBP","EUR","2017-05-31","-0.90782","1","100"
"000","M","GBP","EUR","2017-05-30","-0.91327","1","100"
"000","M","GBP","EUR","2017-05-29","-0.91022","1","100"
"000","M","GBP","EUR","2017-05-26","-0.90181","1","100"
"000","M","GBP","EUR","2017-05-24","-0.90242","1","100"
"000","M","GBP","EUR","2017-05-23","-0.89751","1","100"
"000","M","GBP","EUR","2017-05-22","-0.90535","1","100"
"000","M","GBP","EUR","2017-05-19","-0.91015","1","100"
"000","M","GBP","EUR","2017-05-18","-0.91421","1","100"
"000","M","GBP","EUR","2017-05-17","-0.90720","1","100"
"000","M","GBP","EUR","2017-05-16","-0.90263","1","100"
"000","M","GBP","EUR","2017-05-15","-0.90082","1","100"
"000","M","GBP","EUR","2017-05-12","-0.90828","1","100"
"000","M","GBP","EUR","2017-05-11","-0.91112","1","100"
"000","M","GBP","EUR","2017-05-10","-0.90791","1","100"
"000","M","GBP","EUR","2017-05-09","-0.91093","1","100"
"000","M","GBP","EUR","2017-05-08","-0.91286","1","100"
"000","M","GBP","EUR","2017-05-05","-0.91091","1","100"
"000","M","GBP","EUR","2017-05-04","-0.90812","1","100"
"000","M","GBP","EUR","2017-05-03","-0.90421","1","100"
"000","M","GBP","EUR","2017-05-02","-0.90151","1","100"
"000","M","GBP","EUR","2017-04-28","-0.89978","1","100"
"000","M","GBP","EUR","2017-04-27","-0.90312","1","100"
"000","M","GBP","EUR","2017-04-26","-0.91214","1","100"
"000","M","GBP","EUR","2017-04-25","-0.91287","1","100"
"000","M","GBP","EUR","2017-04-24","-0.90778","1","100"
