KEY;SURVEY_DATE;OFFICE_LOCATION;STATEMENT;RATING
2718;2021-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2719;2021-01-01;10000-0001;After work, I'm exhausted in the evening.;6
2720;2021-01-01;10000-0001;I'm often working under time pressure.;7
2721;2021-01-01;10000-0001;I have a really interesting  job.;2
2722;2021-01-01;10000-0001;Most of the time I enjoy going to work.;3
2723;2021-01-01;10000-0001;I'm often bored at work.;7
2724;2021-01-01;10000-0001;If I could, I would like to change careers.;8
2725;2021-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2726;2021-01-01;10000-0001;I can always trust the colleagues in my team.;2
2727;2021-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2728;2021-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2729;2021-01-01;10000-0001;After work, I'm exhausted in the evening.;6
2730;2021-01-01;10000-0001;I'm often working under time pressure.;9
2731;2021-01-01;10000-0001;I have a really interesting  job.;1
2732;2021-01-01;10000-0001;Most of the time I enjoy going to work.;3
2733;2021-01-01;10000-0001;I'm often bored at work.;6
2734;2021-01-01;10000-0001;If I could, I would like to change careers.;6
2735;2021-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2736;2021-01-01;10000-0001;I can always trust the colleagues in my team.;2
2737;2021-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;6
2738;2021-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2739;2021-01-01;10000-0001;After work, I'm exhausted in the evening.;8
2740;2021-01-01;10000-0001;I'm often working under time pressure.;7
2741;2021-04-01;10000-0001;I have a really interesting  job.;3
2742;2021-04-01;10000-0001;Most of the time I enjoy going to work.;1
2743;2021-04-01;10000-0001;I'm often bored at work.;7
2744;2021-04-01;10000-0001;If I could, I would like to change careers.;8
2745;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2746;2021-04-01;10000-0001;I can always trust the colleagues in my team.;1
2747;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2748;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2749;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;6
2750;2021-04-01;10000-0001;I'm often working under time pressure.;6
2751;2021-04-01;10000-0001;I have a really interesting  job.;1
2752;2021-04-01;10000-0001;Most of the time I enjoy going to work.;1
2753;2021-04-01;10000-0001;I'm often bored at work.;9
2754;2021-04-01;10000-0001;If I could, I would like to change careers.;6
2755;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2756;2021-04-01;10000-0001;I can always trust the colleagues in my team.;3
2757;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;7
2758;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2759;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;9
2760;2021-04-01;10000-0001;I'm often working under time pressure.;9
2761;2021-04-01;10000-0001;I have a really interesting  job.;1
2762;2021-04-01;10000-0001;Most of the time I enjoy going to work.;1
2763;2021-04-01;10000-0001;I'm often bored at work.;9
2764;2021-04-01;10000-0001;If I could, I would like to change careers.;7
2765;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2766;2021-04-01;10000-0001;I can always trust the colleagues in my team.;3
2767;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;7
2768;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
2769;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;7
2770;2021-04-01;10000-0001;I'm often working under time pressure.;6
2771;2021-04-01;10000-0001;I have a really interesting  job.;3
2772;2021-04-01;10000-0001;Most of the time I enjoy going to work.;2
2773;2021-04-01;10000-0001;I'm often bored at work.;9
2774;2021-04-01;10000-0001;If I could, I would like to change careers.;9
2775;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2776;2021-04-01;10000-0001;I can always trust the colleagues in my team.;2
2777;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2778;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
2779;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;9
2780;2021-04-01;10000-0001;I'm often working under time pressure.;6
2781;2021-04-01;10000-0001;I have a really interesting  job.;2
2782;2021-04-01;10000-0001;Most of the time I enjoy going to work.;3
2783;2021-04-01;10000-0001;I'm often bored at work.;6
2784;2021-04-01;10000-0001;If I could, I would like to change careers.;6
2785;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2786;2021-04-01;10000-0001;I can always trust the colleagues in my team.;3
2787;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;6
2788;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;6
2789;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;7
2790;2021-04-01;10000-0001;I'm often working under time pressure.;7
2791;2021-04-01;10000-0001;I have a really interesting  job.;2
2792;2021-04-01;10000-0001;Most of the time I enjoy going to work.;3
2793;2021-04-01;10000-0001;I'm often bored at work.;6
2794;2021-04-01;10000-0001;If I could, I would like to change careers.;6
2795;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2796;2021-04-01;10000-0001;I can always trust the colleagues in my team.;1
2797;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;7
2798;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;9
2799;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;6
2800;2021-04-01;10000-0001;I'm often working under time pressure.;7
2801;2021-04-01;10000-0001;I have a really interesting  job.;3
2802;2021-04-01;10000-0001;Most of the time I enjoy going to work.;1
2803;2021-04-01;10000-0001;I'm often bored at work.;7
2804;2021-04-01;10000-0001;If I could, I would like to change careers.;6
2805;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2806;2021-04-01;10000-0001;I can always trust the colleagues in my team.;3
2807;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2808;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;6
2809;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;9
2810;2021-04-01;10000-0001;I'm often working under time pressure.;9
2811;2021-04-01;10000-0001;I have a really interesting  job.;3
2812;2021-04-01;10000-0001;Most of the time I enjoy going to work.;3
2813;2021-04-01;10000-0001;I'm often bored at work.;9
2814;2021-04-01;10000-0001;If I could, I would like to change careers.;9
2815;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2816;2021-04-01;10000-0001;I can always trust the colleagues in my team.;1
2817;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;7
2818;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;9
2819;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;9
2820;2021-04-01;10000-0001;I'm often working under time pressure.;8
2821;2021-04-01;10000-0001;I have a really interesting  job.;3
2822;2021-04-01;10000-0001;Most of the time I enjoy going to work.;2
2823;2021-04-01;10000-0001;I'm often bored at work.;6
2824;2021-04-01;10000-0001;If I could, I would like to change careers.;9
2825;2021-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2826;2021-04-01;10000-0001;I can always trust the colleagues in my team.;3
2827;2021-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;6
2828;2021-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
2829;2021-04-01;10000-0001;After work, I'm exhausted in the evening.;8
2830;2021-04-01;10000-0001;I'm often working under time pressure.;6
2831;2021-07-01;10000-0001;I have a really interesting  job.;1
2832;2021-07-01;10000-0001;Most of the time I enjoy going to work.;2
2833;2021-07-01;10000-0001;I'm often bored at work.;6
2834;2021-07-01;10000-0001;If I could, I would like to change careers.;7
2835;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2836;2021-07-01;10000-0001;I can always trust the colleagues in my team.;2
2837;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;7
2838;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;9
2839;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;7
2840;2021-07-01;10000-0001;I'm often working under time pressure.;9
2841;2021-07-01;10000-0001;I have a really interesting  job.;3
2842;2021-07-01;10000-0001;Most of the time I enjoy going to work.;1
2843;2021-07-01;10000-0001;I'm often bored at work.;8
2844;2021-07-01;10000-0001;If I could, I would like to change careers.;9
2845;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2846;2021-07-01;10000-0001;I can always trust the colleagues in my team.;2
2847;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2848;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;9
2849;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;8
2850;2021-07-01;10000-0001;I'm often working under time pressure.;9
2851;2021-07-01;10000-0001;I have a really interesting  job.;1
2852;2021-07-01;10000-0001;Most of the time I enjoy going to work.;3
2853;2021-07-01;10000-0001;I'm often bored at work.;9
2854;2021-07-01;10000-0001;If I could, I would like to change careers.;7
2855;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2856;2021-07-01;10000-0001;I can always trust the colleagues in my team.;1
2857;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;6
2858;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2859;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;7
2860;2021-07-01;10000-0001;I'm often working under time pressure.;8
2861;2021-07-01;10000-0001;I have a really interesting  job.;1
2862;2021-07-01;10000-0001;Most of the time I enjoy going to work.;1
2863;2021-07-01;10000-0001;I'm often bored at work.;9
2864;2021-07-01;10000-0001;If I could, I would like to change careers.;7
2865;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2866;2021-07-01;10000-0001;I can always trust the colleagues in my team.;1
2867;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;6
2868;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;6
2869;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;9
2870;2021-07-01;10000-0001;I'm often working under time pressure.;6
2871;2021-07-01;10000-0001;I have a really interesting  job.;3
2872;2021-07-01;10000-0001;Most of the time I enjoy going to work.;2
2873;2021-07-01;10000-0001;I'm often bored at work.;8
2874;2021-07-01;10000-0001;If I could, I would like to change careers.;7
2875;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2876;2021-07-01;10000-0001;I can always trust the colleagues in my team.;1
2877;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;7
2878;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;9
2879;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;6
2880;2021-07-01;10000-0001;I'm often working under time pressure.;7
2881;2021-07-01;10000-0001;I have a really interesting  job.;3
2882;2021-07-01;10000-0001;Most of the time I enjoy going to work.;1
2883;2021-07-01;10000-0001;I'm often bored at work.;9
2884;2021-07-01;10000-0001;If I could, I would like to change careers.;7
2885;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2886;2021-07-01;10000-0001;I can always trust the colleagues in my team.;3
2887;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2888;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;6
2889;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;6
2890;2021-07-01;10000-0001;I'm often working under time pressure.;9
2891;2021-07-01;10000-0001;I have a really interesting  job.;1
2892;2021-07-01;10000-0001;Most of the time I enjoy going to work.;3
2893;2021-07-01;10000-0001;I'm often bored at work.;9
2894;2021-07-01;10000-0001;If I could, I would like to change careers.;9
2895;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2896;2021-07-01;10000-0001;I can always trust the colleagues in my team.;1
2897;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;9
2898;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;6
2899;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;8
2900;2021-07-01;10000-0001;I'm often working under time pressure.;9
2901;2021-07-01;10000-0001;I have a really interesting  job.;1
2902;2021-07-01;10000-0001;Most of the time I enjoy going to work.;1
2903;2021-07-01;10000-0001;I'm often bored at work.;9
2904;2021-07-01;10000-0001;If I could, I would like to change careers.;7
2905;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2906;2021-07-01;10000-0001;I can always trust the colleagues in my team.;1
2907;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;6
2908;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;6
2909;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;6
2910;2021-07-01;10000-0001;I'm often working under time pressure.;7
2911;2021-07-01;10000-0001;I have a really interesting  job.;1
2912;2021-07-01;10000-0001;Most of the time I enjoy going to work.;1
2913;2021-07-01;10000-0001;I'm often bored at work.;6
2914;2021-07-01;10000-0001;If I could, I would like to change careers.;7
2915;2021-07-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2916;2021-07-01;10000-0001;I can always trust the colleagues in my team.;1
2917;2021-07-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;9
2918;2021-07-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2919;2021-07-01;10000-0001;After work, I'm exhausted in the evening.;8
2920;2021-07-01;10000-0001;I'm often working under time pressure.;9
2921;2021-10-01;10000-0001;I have a really interesting  job.;3
2922;2021-10-01;10000-0001;Most of the time I enjoy going to work.;1
2923;2021-10-01;10000-0001;I'm often bored at work.;8
2924;2021-10-01;10000-0001;If I could, I would like to change careers.;9
2925;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2926;2021-10-01;10000-0001;I can always trust the colleagues in my team.;2
2927;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2928;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2929;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;7
2930;2021-10-01;10000-0001;I'm often working under time pressure.;7
2931;2021-10-01;10000-0001;I have a really interesting  job.;2
2932;2021-10-01;10000-0001;Most of the time I enjoy going to work.;2
2933;2021-10-01;10000-0001;I'm often bored at work.;9
2934;2021-10-01;10000-0001;If I could, I would like to change careers.;6
2935;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2936;2021-10-01;10000-0001;I can always trust the colleagues in my team.;3
2937;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;9
2938;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
2939;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;6
2940;2021-10-01;10000-0001;I'm often working under time pressure.;7
2941;2021-10-01;10000-0001;I have a really interesting  job.;1
2942;2021-10-01;10000-0001;Most of the time I enjoy going to work.;2
2943;2021-10-01;10000-0001;I'm often bored at work.;7
2944;2021-10-01;10000-0001;If I could, I would like to change careers.;6
2945;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2946;2021-10-01;10000-0001;I can always trust the colleagues in my team.;3
2947;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;7
2948;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;6
2949;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;6
2950;2021-10-01;10000-0001;I'm often working under time pressure.;7
2951;2021-10-01;10000-0001;I have a really interesting  job.;2
2952;2021-10-01;10000-0001;Most of the time I enjoy going to work.;1
2953;2021-10-01;10000-0001;I'm often bored at work.;8
2954;2021-10-01;10000-0001;If I could, I would like to change careers.;6
2955;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2956;2021-10-01;10000-0001;I can always trust the colleagues in my team.;1
2957;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;6
2958;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
2959;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;9
2960;2021-10-01;10000-0001;I'm often working under time pressure.;7
2961;2021-10-01;10000-0001;I have a really interesting  job.;1
2962;2021-10-01;10000-0001;Most of the time I enjoy going to work.;3
2963;2021-10-01;10000-0001;I'm often bored at work.;6
2964;2021-10-01;10000-0001;If I could, I would like to change careers.;7
2965;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
2966;2021-10-01;10000-0001;I can always trust the colleagues in my team.;3
2967;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;9
2968;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;6
2969;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;6
2970;2021-10-01;10000-0001;I'm often working under time pressure.;9
2971;2021-10-01;10000-0001;I have a really interesting  job.;3
2972;2021-10-01;10000-0001;Most of the time I enjoy going to work.;3
2973;2021-10-01;10000-0001;I'm often bored at work.;7
2974;2021-10-01;10000-0001;If I could, I would like to change careers.;6
2975;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;3
2976;2021-10-01;10000-0001;I can always trust the colleagues in my team.;2
2977;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2978;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
2979;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;9
2980;2021-10-01;10000-0001;I'm often working under time pressure.;6
2981;2021-10-01;10000-0001;I have a really interesting  job.;3
2982;2021-10-01;10000-0001;Most of the time I enjoy going to work.;3
2983;2021-10-01;10000-0001;I'm often bored at work.;9
2984;2021-10-01;10000-0001;If I could, I would like to change careers.;7
2985;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2986;2021-10-01;10000-0001;I can always trust the colleagues in my team.;2
2987;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;8
2988;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;8
2989;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;7
2990;2021-10-01;10000-0001;I'm often working under time pressure.;9
2991;2021-10-01;10000-0001;I have a really interesting  job.;1
2992;2021-10-01;10000-0001;Most of the time I enjoy going to work.;2
2993;2021-10-01;10000-0001;I'm often bored at work.;9
2994;2021-10-01;10000-0001;If I could, I would like to change careers.;7
2995;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;2
2996;2021-10-01;10000-0001;I can always trust the colleagues in my team.;3
2997;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;6
2998;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
2999;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;6
3000;2021-10-01;10000-0001;I'm often working under time pressure.;6
3001;2021-10-01;10000-0001;I have a really interesting  job.;2
3002;2021-10-01;10000-0001;Most of the time I enjoy going to work.;2
3003;2021-10-01;10000-0001;I'm often bored at work.;7
3004;2021-10-01;10000-0001;If I could, I would like to change careers.;9
3005;2021-10-01;10000-0001;I'm satisified with the relations between colleagues in my team.;1
3006;2021-10-01;10000-0001;I can always trust the colleagues in my team.;3
3007;2021-10-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;9
3008;2021-10-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;7
3009;2021-10-01;10000-0001;After work, I'm exhausted in the evening.;6
3010;2021-10-01;10000-0001;I'm often working under time pressure.;9
3011;2022-01-01;10000-0001;I have a really interesting  job.;8
3012;2022-01-01;10000-0001;Most of the time I enjoy going to work.;8
3013;2022-01-01;10000-0001;I'm often bored at work.;3
3014;2022-01-01;10000-0001;If I could, I would like to change careers.;4
3015;2022-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;9
3016;2022-01-01;10000-0001;I can always trust the colleagues in my team.;9
3017;2022-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;2
3018;2022-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3019;2022-01-01;10000-0001;After work, I'm exhausted in the evening.;3
3020;2022-01-01;10000-0001;I'm often working under time pressure.;4
3021;2022-01-01;10000-0001;I have a really interesting  job.;8
3022;2022-01-01;10000-0001;Most of the time I enjoy going to work.;8
3023;2022-01-01;10000-0001;I'm often bored at work.;3
3024;2022-01-01;10000-0001;If I could, I would like to change careers.;3
3025;2022-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3026;2022-01-01;10000-0001;I can always trust the colleagues in my team.;8
3027;2022-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3028;2022-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3029;2022-01-01;10000-0001;After work, I'm exhausted in the evening.;3
3030;2022-01-01;10000-0001;I'm often working under time pressure.;4
3031;2022-01-01;10000-0001;I have a really interesting  job.;10
3032;2022-01-01;10000-0001;Most of the time I enjoy going to work.;8
3033;2022-01-01;10000-0001;I'm often bored at work.;2
3034;2022-01-01;10000-0001;If I could, I would like to change careers.;4
3035;2022-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3036;2022-01-01;10000-0001;I can always trust the colleagues in my team.;10
3037;2022-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;1
3038;2022-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;3
3039;2022-01-01;10000-0001;After work, I'm exhausted in the evening.;3
3040;2022-01-01;10000-0001;I'm often working under time pressure.;1
3041;2022-01-01;10000-0001;I have a really interesting  job.;10
3042;2022-01-01;10000-0001;Most of the time I enjoy going to work.;9
3043;2022-01-01;10000-0001;I'm often bored at work.;4
3044;2022-01-01;10000-0001;If I could, I would like to change careers.;4
3045;2022-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;9
3046;2022-01-01;10000-0001;I can always trust the colleagues in my team.;8
3047;2022-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;3
3048;2022-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
3049;2022-01-01;10000-0001;After work, I'm exhausted in the evening.;3
3050;2022-01-01;10000-0001;I'm often working under time pressure.;3
3051;2022-01-01;10000-0001;I have a really interesting  job.;10
3052;2022-01-01;10000-0001;Most of the time I enjoy going to work.;8
3053;2022-01-01;10000-0001;I'm often bored at work.;3
3054;2022-01-01;10000-0001;If I could, I would like to change careers.;4
3055;2022-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3056;2022-01-01;10000-0001;I can always trust the colleagues in my team.;10
3057;2022-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;3
3058;2022-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
3059;2022-01-01;10000-0001;After work, I'm exhausted in the evening.;4
3060;2022-01-01;10000-0001;I'm often working under time pressure.;1
3061;2022-01-01;10000-0001;I have a really interesting  job.;10
3062;2022-01-01;10000-0001;Most of the time I enjoy going to work.;10
3063;2022-01-01;10000-0001;I'm often bored at work.;1
3064;2022-01-01;10000-0001;If I could, I would like to change careers.;4
3065;2022-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3066;2022-01-01;10000-0001;I can always trust the colleagues in my team.;9
3067;2022-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3068;2022-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3069;2022-01-01;10000-0001;After work, I'm exhausted in the evening.;3
3070;2022-01-01;10000-0001;I'm often working under time pressure.;3
3071;2022-01-01;10000-0001;I have a really interesting  job.;9
3072;2022-01-01;10000-0001;Most of the time I enjoy going to work.;10
3073;2022-01-01;10000-0001;I'm often bored at work.;4
3074;2022-01-01;10000-0001;If I could, I would like to change careers.;4
3075;2022-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3076;2022-01-01;10000-0001;I can always trust the colleagues in my team.;8
3077;2022-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;1
3078;2022-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;2
3079;2022-01-01;10000-0001;After work, I'm exhausted in the evening.;1
3080;2022-01-01;10000-0001;I'm often working under time pressure.;3
3081;2022-01-01;10000-0001;I have a really interesting  job.;9
3082;2022-01-01;10000-0001;Most of the time I enjoy going to work.;9
3083;2022-01-01;10000-0001;I'm often bored at work.;2
3084;2022-01-01;10000-0001;If I could, I would like to change careers.;1
3085;2022-01-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3086;2022-01-01;10000-0001;I can always trust the colleagues in my team.;9
3087;2022-01-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;3
3088;2022-01-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3089;2022-01-01;10000-0001;After work, I'm exhausted in the evening.;3
3090;2022-01-01;10000-0001;I'm often working under time pressure.;2
3091;2022-04-01;10000-0001;I have a really interesting  job.;8
3092;2022-04-01;10000-0001;Most of the time I enjoy going to work.;9
3093;2022-04-01;10000-0001;I'm often bored at work.;4
3094;2022-04-01;10000-0001;If I could, I would like to change careers.;1
3095;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3096;2022-04-01;10000-0001;I can always trust the colleagues in my team.;8
3097;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;3
3098;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;1
3099;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;4
3100;2022-04-01;10000-0001;I'm often working under time pressure.;1
3101;2022-04-01;10000-0001;I have a really interesting  job.;8
3102;2022-04-01;10000-0001;Most of the time I enjoy going to work.;10
3103;2022-04-01;10000-0001;I'm often bored at work.;4
3104;2022-04-01;10000-0001;If I could, I would like to change careers.;3
3105;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3106;2022-04-01;10000-0001;I can always trust the colleagues in my team.;9
3107;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3108;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3109;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;4
3110;2022-04-01;10000-0001;I'm often working under time pressure.;4
3111;2022-04-01;10000-0001;I have a really interesting  job.;9
3112;2022-04-01;10000-0001;Most of the time I enjoy going to work.;9
3113;2022-04-01;10000-0001;I'm often bored at work.;4
3114;2022-04-01;10000-0001;If I could, I would like to change careers.;1
3115;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;10
3116;2022-04-01;10000-0001;I can always trust the colleagues in my team.;8
3117;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;4
3118;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3119;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;1
3120;2022-04-01;10000-0001;I'm often working under time pressure.;1
3121;2022-04-01;10000-0001;I have a really interesting  job.;8
3122;2022-04-01;10000-0001;Most of the time I enjoy going to work.;10
3123;2022-04-01;10000-0001;I'm often bored at work.;3
3124;2022-04-01;10000-0001;If I could, I would like to change careers.;2
3125;2022-04-01;10000-0001;I'm satisified with the relations between colleagues in my team.;8
3126;2022-04-01;10000-0001;I can always trust the colleagues in my team.;8
3127;2022-04-01;10000-0001;It would not bother me if some colleagues of my team would be replaced.;1
3128;2022-04-01;10000-0001;It's sometimes difficult to remain a good relation to all colleagues.;4
3129;2022-04-01;10000-0001;After work, I'm exhausted in the evening.;2
